date,open,high,low,close,volume,day,time
2019-09-13 15:29:00,199.1072,199.7854,199.0347,199.3572,33871.0,13,05:59:00
2019-09-13 15:28:00,198.8,199.45,198.65,199.15,40578.0,13,05:58:00
2019-09-13 15:27:00,198.8039,199.0565,198.5561,198.8039,45383.0,13,05:57:00
2019-09-13 15:26:00,198.1,198.85,198.05,198.8,43232.0,13,05:56:00
2019-09-13 15:25:00,198.2,198.3,198.0,198.05,25406.0,13,05:55:00
2019-09-13 15:24:00,198.25,198.3,198.1,198.2,22573.0,13,05:54:00
2019-09-13 15:23:00,198.0,198.25,198.0,198.25,28866.0,13,05:53:00
2019-09-13 15:22:00,197.9583,198.1404,197.8902,197.9583,43428.0,13,05:52:00
2019-09-13 15:21:00,197.95,198.0,197.85,197.95,25748.0,13,05:51:00
2019-09-13 15:20:00,198.05,198.2,197.9,197.9,38714.0,13,05:50:00
2019-09-13 15:19:00,198.05,198.2,198.0,198.05,28404.0,13,05:49:00
2019-09-13 15:18:00,198.0,198.2,198.0,198.0,32625.0,13,05:48:00
2019-09-13 15:17:00,198.1,198.15,198.0,198.05,17968.0,13,05:47:00
2019-09-13 15:16:00,198.0,198.2,198.0,198.15,28788.0,13,05:46:00
2019-09-13 15:15:00,198.05,198.15,198.0,198.05,26518.0,13,05:45:00
2019-09-13 15:14:00,198.2,198.3,198.0,198.0,32042.0,13,05:44:00
2019-09-13 15:13:00,198.1,198.3,198.05,198.2,26076.0,13,05:43:00
2019-09-13 15:12:00,198.25,198.25,198.1,198.1,15044.0,13,05:42:00
2019-09-13 15:11:00,198.2,198.5,198.1,198.25,34462.0,13,05:41:00
2019-09-13 15:10:00,198.15,198.2,198.0,198.1,22463.0,13,05:40:00
2019-09-13 15:09:00,198.1,198.2,198.0,198.15,28455.0,13,05:39:00
2019-09-13 15:08:00,198.2,198.25,198.1,198.1,15491.0,13,05:38:00
2019-09-13 15:07:00,198.3,198.3,198.15,198.2,15679.0,13,05:37:00
2019-09-13 15:06:00,198.25,198.3,198.15,198.25,18955.0,13,05:36:00
2019-09-13 15:05:00,198.1,198.3,198.1,198.25,26993.0,13,05:35:00
2019-09-13 15:04:00,198.1,198.25,198.0,198.2,24716.0,13,05:34:00
2019-09-13 15:03:00,198.05,198.1,198.0,198.1,29275.0,13,05:33:00
2019-09-13 15:02:00,197.95,198.1,197.9,198.0,17319.0,13,05:32:00
2019-09-13 15:01:00,198.1,198.1,197.9,197.95,26251.0,13,05:31:00
2019-09-13 15:00:00,198.0,198.25,198.0,198.1,25368.0,13,05:30:00
2019-09-13 14:59:00,197.8052,198.3921,197.7414,198.0052,60464.0,13,05:29:00
2019-09-13 14:58:00,197.35,197.85,197.35,197.85,30451.0,13,05:28:00
2019-09-13 14:57:00,197.25,197.35,197.2,197.35,11984.0,13,05:27:00
2019-09-13 14:56:00,197.2,197.4,197.2,197.3,17298.0,13,05:26:00
2019-09-13 14:55:00,197.3,197.3,197.2,197.2,8730.0,13,05:25:00
2019-09-13 14:54:00,197.4,197.4,197.2,197.3,14401.0,13,05:24:00
2019-09-13 14:53:00,197.4,197.4,197.2,197.35,14449.0,13,05:23:00
2019-09-13 14:52:00,197.6,197.7,197.3,197.4,18617.0,13,05:22:00
2019-09-13 14:51:00,197.8,197.85,197.5,197.55,13905.0,13,05:21:00
2019-09-13 14:50:00,197.8039,198.1058,197.7055,197.9539,24384.0,13,05:20:00
2019-09-13 14:49:00,198.05,198.05,197.8,197.8,17029.0,13,05:19:00
2019-09-13 14:48:00,198.1,198.1,197.95,198.0,64270.0,13,05:18:00
2019-09-13 14:47:00,199.0,199.0,198.0,198.0,576392.0,13,05:17:00
2019-09-13 14:46:00,198.75,199.15,198.7,198.95,58413.0,13,05:16:00
2019-09-13 14:45:00,198.75,198.75,198.75,198.75,31217.0,13,05:15:00
2019-09-13 14:44:00,198.0,198.6,197.95,198.55,52132.0,13,05:14:00
2019-09-13 14:43:00,198.0,198.15,198.0,198.0,39731.0,13,05:13:00
2019-09-13 14:42:00,197.6574,198.2356,197.4849,198.0574,88923.0,13,05:12:00
2019-09-13 14:41:00,197.9039,198.1558,197.4553,197.6539,77564.0,13,05:11:00
2019-09-13 14:40:00,196.6,197.95,196.6,197.75,100764.0,13,05:10:00
2019-09-13 14:39:00,196.5563,196.7428,196.4425,196.4562,22625.0,13,05:09:00
2019-09-13 14:38:00,196.55,196.55,196.4,196.45,12857.0,13,05:08:00
2019-09-13 14:37:00,196.6,196.6,196.4,196.55,10262.0,13,05:07:00
2019-09-13 14:36:00,196.85,196.85,196.5,196.5,14798.0,13,05:06:00
2019-09-13 14:35:00,196.3,196.95,196.3,196.85,20628.0,13,05:05:00
2019-09-13 14:34:00,196.4,196.55,196.3,196.3,19076.0,13,05:04:00
2019-09-13 14:33:00,196.2073,196.6841,196.1837,196.4573,30035.0,13,05:03:00
2019-09-13 14:32:00,196.3,196.3,196.15,196.2,5810.0,13,05:02:00
2019-09-13 14:31:00,196.65,196.7,196.2,196.3,78464.0,13,05:01:00
2019-09-13 14:30:00,196.75,196.81,196.21,196.7,27916.0,13,05:00:00
2019-09-13 14:29:00,196.15,196.85,196.1,196.75,100697.0,13,04:59:00
2019-09-13 14:28:00,196.75,196.75,196.4,196.4,18971.0,13,04:58:00
2019-09-13 14:27:00,196.8,197.2,196.65,196.7,37703.0,13,04:57:00
2019-09-13 14:26:00,196.25,196.95,196.2,196.9,28974.0,13,04:56:00
2019-09-13 14:25:00,196.45,196.45,196.2,196.25,14305.0,13,04:55:00
2019-09-13 14:24:00,196.55,196.55,196.4,196.45,15764.0,13,04:54:00
2019-09-13 14:23:00,196.7,196.7,196.5,196.55,11842.0,13,04:53:00
2019-09-13 14:22:00,196.55,196.8,196.45,196.75,16744.0,13,04:52:00
2019-09-13 14:21:00,196.7032,196.8703,196.47,196.7032,35095.0,13,04:51:00
2019-09-13 14:20:00,196.75,196.9,196.6,196.6,21454.0,13,04:50:00
2019-09-13 14:19:00,196.7,197.1,196.6,196.7,41436.0,13,04:49:00
2019-09-13 14:18:00,196.5,196.8,196.5,196.6,44324.0,13,04:48:00
2019-09-13 14:17:00,196.55,196.65,196.4,196.65,31129.0,13,04:47:00
2019-09-13 14:16:00,196.1,196.7,196.0,196.55,87015.0,13,04:46:00
2019-09-13 14:15:00,196.0,196.15,195.9,195.95,21096.0,13,04:45:00
2019-09-13 14:14:00,196.1,196.15,195.9,195.9,18706.0,13,04:44:00
2019-09-13 14:13:00,196.1,196.2,196.0,196.15,26350.0,13,04:43:00
2019-09-13 14:12:00,196.0,196.2,195.9,196.1,33780.0,13,04:42:00
